,text,sentiment
906,Slik blir Polanskis Skyggen som enhver pasjonert flørt der nerven blir holdt svingende og pulsen høy av alt du ikke vet,3
907,Améris legger en myk landlig og billedskjønn ramme rundt et drama der tro og hengivenhet ligger som en understrøm uten å bli påtrengende,3
908,Sterkt spilt av Isabelle Carré og Ariana Rivoire er Historien om Marie en relativt enkel nærmest minimalistisk film stillferdig og usentimental men likevel bevegende,4
909,Når Motorpsycho feirer 20 årsjubileum er verket i god feinschmeckerånd bare tilgjengelig på vinyl,3
910,Resultatet er et vitalt og dynamisk album som umiddelbart forteller at de tunge og episke jammene fra forgjengeren Little Lucid Moments denne gangen har sneket seg ut bakdøra,3
911,Fra melodisterk og solkysset vestkystrock i form The Ozzylot Hidden in a Girl ikke ulikt det de befattet seg med på Black Hole Black Canvas via dronete Whole Lotta Diana psykedeliajammen Cornucopia til det varme og neddempede pustehullet The Waiting Game leker trioen seg gjennom lekre og rikt illustrerte lydlandskap,3
912,Child of the Future er selvsagt i god Motorpsycho tradisjon spekket med platesamlerrockreferanser men også like umiskjennelig identitetssterk av samme årsak,3
913,Det er også tydelig at trommeslager Kenneth Kapstad for alvor har funnet sin plass i det vellagrede lydbildet og som enhet framstår de tre fremdeles som et kollektiv med en ukuelig trang til å formidle musikk som ligger deres hjerte nær,3
914,Med andre ord fremdeles ingen åpenbare tretthetstegn,2
915,Blu og vennene hans er tilbake med moro som på karneval,2
916,Festlig og sprudlende men med så mange fargesprakende karakterer at man ikke alltid helt vet hvor man skal feste øynene,2
917,Og menneskelige skurker treffer vi blant hensynsløse regnskog ødeleggere,1
918,Nevnte karakterer er bare en liten del av floraen som presenteres i Rio 2 som kanskje er litt for omfattende for halvannen times tur,1
919,Historien kunne tjent litt på et litt klarere hovedfokus uten at filmen mister sjarmen av den grunn,1
920,De store sambainspirerte musikknumre er som i første film imponerende og også denne gangen er oversettelsene og valg av norske stemmer utmerket,3
921,Sangene har en flyt og logikk man sjelden hører i norsk språkdrakt,3
922,Joda du kan trygt fly av gårde med Blu og de andre en gang til,2
923,Ærlig og varm men litt schizofren familieskildring fra australsk debutant,1
924,Hun gir oss et unikt og humant innblikk i hvordan det er å leve med et menneske som krever ens fulle oppmerksomhet døgnet rundt,3
925,Filmen klarer ikke alltid å bestemme seg for hva den skal være og hopper litt for lett mellom sommerlett feelgood og sårt familiedrama,1
926,Det oppleves til tider som noe schizofrent og episodisk,1
927,Man venter liksom på noen dramatiske grep som kunne dratt historien i en mer bestemt retning,2
928,Manglene tilgis likevel i stor grad når prosjektet er så gjennomført ærlig og ektefølt og med en nær perfekt rollebesetning,3
929,Supermodellen Gemma Ward fyller rollen sin med fortryllende girl next door sjarm og en Oscar jury svak for autistroller har nok allerede notert seg navnet Luke Ford,4
930,Støyrockens svar på George Harrison har fremdeles med seg Steve Shelley på trommer,3
931,Jazzmaster entusiastens tiende soloalbum er fylt av grom småglatt grumserock med middels bra vokal,1
932,Tidvis en velspilt versjon av Neil Youngs viderverdigheter og avvisning av kortspilt i snitt bikker låtene sju minutter,3
933,Men på alle måter beviset på at fantasiløse titler i møte med på papiret ordinær gitarrock like fullt kan medføre spetakulære tryllerier,1
934,Nå med trykkfølsom skjerm og WLAN men har den en sjanse,2
935,I X serien som er på vei til markedet nå er skjermen blitt 3 tommer og bygger på OLED teknologi,3
936,Denne skjermtypen er foreløpig sjelden å se i så store størrelser og i motsetning til LCD byr den blant annet på bedre innsyn fra sidene bedre kontrast og mindre strømbruk,2
937,Det merkes godt under videoavspilling og ved utendørs bruk blant annet,2
938,Da foretrekker vi iPhone takket være skjermstørrelsen som er en del større og som også klarer seg svært bra i sollys,2
939,Men når det gjelder innsyn fra alle kanter vinner Sony,3
940,Her ser du bildet klart fra nærmest død vinkel men hvor viktig dette er blir en individuell sak,2
941,Skjermen er trykkfølsom og har like knallhard glassoverflate som på iPod Touch,3
942,Det meste av betjeningen foregår direkte ved å bruke pekefingeren men i motsetning til iPod Touch og iPhone for den saks skyld kan kun én finger brukes om gangen,2
943,Responsen er imidlertid overbevisende minst like bra som på konkurrenten fra Apple,3
944,I tillegg har spilleren også knapper på toppen for Play Pause og navigering mellom spor slik at du kan styre den uten nødvendigvis å måtte se på skjermen,3
945,Den har også knapper for justering av volum på høyre side og Home knappen under skjermen tar deg alltid tilbake til hovedmenyen,3
946,Det har gjort spilleren tyngre enn man forventer når man ser den men materialvalget og tyngden bidrar også til et solid og støpt inntrykk,2
947,I likhet med iPod Touch har X1050 innebygd nettleser og kan streame innhold fra YouTube samt laste ned podcaster direkte uten å gå via PC en,3
948,Når du spiller musikk finner du direktelenker til YouTube videoer av artisten samt et søk på artisten via Yahoo,2
949,Vi setter imidlertid et lite spørsmål med nettleseren som vi opplever som langt mindre velutviklet enn Safari på iPod Touch og mer på linje med nettleseren på Sony Ericssons mobiltelefoner,1
950,Vi synes dessuten at inntasting av nettadresser er i overkant tungvint noe som til syvende og sist er med på å gjøre at vi ikke finner det fristende å surfe på denne spilleren,1
951,Direkteknapp til YouTube videoer er vel og bra men vi fikk funksjonen ikke til å virke og vi er usikre på hvor det gikk galt,2
952,Forhåpentligvis er det knyttet til at vårt testeksemplar er av den tid for feilmeldingen gav oss få ledetråder,2
953,For øvrig har spilleren også innebygd FM radio med relativt sterk mottaker,3
954,Vi har tidligere berømmet Sonys spillere for god lydkvalitet og dette er videreført og utvidet i den nye serien,3
955,Du har et hav av forskjellige innstillinger å velge mellom og i tillegg skal nye teknologier sørge for å fylle inn de tonene som forsvinner under filkomprimering,2
956,Vi kan ikke med hånden på hjertet si at dette var veldig merkbart på våre testfiler men konstaterer at selv uten å gjøre spesialtilpasninger byr X1050 på lydopplevelser som ligger klart i øvre skikt,4
957,De medfølgende ørepluggene er en variant av in ear prinsippet og vi ser ingen grunn til å bytte dem ut dersom du liker denne typen lytteløsninger,3
958,God bass fyldig mellomtone og klar diskant er på plass,2
959,Sammen med spilleren danner de grunnlaget for digital aktiv støydemping,3
960,Sitter du for eksempel på en buss eller andre steder der dype frekvenser romler i bakgrunnen kan du være sikker på at de blir mer eller mindre helt borte og du behøver av den grunn ikke skru musikken særlig høyt,2
961,Effekten er faktisk forbløffende god her har konkurrentene noe å strekke seg etter,2
962,Vi koblet spilleren til en PC med Windows 7 installert og den dukket straks opp som en egen enhet,3
963,På PC en hadde vi liggende en del videoklipp i forskjellige formater som vi ønsket å overføre og for første gang slapp vi å tenke på kompatibilitet over hodet,2
964,Windows 7 bare konverterte de klippene som ikke var kompatible,3
965,På lydsiden støtter imidlertid X1050 de aller mest aktuelle formatene direkte inkludert WMA AAC M4A og MP3,3
966,Windows Media Player 11 følger med på CD om du ikke har den installert allerede og den anbefales i forbindelse med synkronisering mot mediebiblioteket på PC en din,3
967,Det eneste ankepunktet her er overføringshastigheten som godt kunne vært kjappere enn de 3 MB pr sekund som vi oppnådde,1
968,Det er noen hundrelapper dyrere enn tilsvarende iPod Touch modeller og det kan kanskje bli vanskelig for Sony å utfordre Apple direkte med disse modellene,2
969,Sonys fortrinn og største salgsargument ligger først og fremst i lyddelen mener vi,3
970,Men og det er et stort men og det er knyttet til noe så banalt som modellbetegnelsene,1
971,Hvem er det som går rundt og husker at det er en NWZ X1051 de ønsker å stifte nærmere bekjentskaper med,1
972,Vi tror mange potensielle Sony kunder går seg bort allerede her,2
973,Hans nonchalante forhold til rapteknikk er forfriskende og han har et øye for de små historiene,3
974,Lydarbeidet gjort av Axxe og Tailors er djevelsk eventyrlig,4
975,Den ideelle platen til høstmørket ganske likt det Lars Vaular gjorde med Du betyr meg for to år siden,4
976,Det er en fantastisk opplevelse å sette på en CD og høre musikk du ikke hadde ventet noe du ikke har hørt før i hvert fall ikke akkurat sånn,2
977,Alice Coltrane som i en alder av 67 år slipper sin første plate på 26 år har begått en slik plate en svært uvanlig blanding av jazz og hinduistisk inspirert åndelig musikk,3
978,Når det nå oppleves så nytt og friskt er det kanskje fordi uttrykket er enklere mer forklaret mer jordnært,3
979,Hun har en helt spesiell måte å spille Wurlitzer orgel på og blandingen av blues gospel og hindu chants er helt unik,3
980,Dommerne etterlyste råskap mens VGs musikkjournalist Morten Ståle Nilsen mente opptredenen ikke var helt heldig,1
981,Anniken låter unnselig i begynnelsen uten kraften Muse kaotisk glammete nyprog og nyparanoialåt krever,1
982,Hun kommer bedre til sin rett i det stampende refrenget der hun slipper løs den operatiske divaen i seg,3
983,Men det er ikke hundre prosent overveldende slik rockdramatikk som dette trenger å være,1
984,Etter på ha irritert meg lenge over at tyske skuespillere uten påviselige eksistensberettigelser kledde seg i stygge klær og prøvde å fille sjarmere meg i hjel fant jeg ut av filmen er en god investering,3
985,Den tysk tyrkiske regissøren Faith Akin er han som laget litt kjedelige Solino i 2002 og han presser fram en uelegant og forstoppa komedie som etter hvert trenger farse klyster for å komme til enden,1
986,Filmen er urimelig helt fra starten men etter hvert som den prolapsa restaurant grekerens skjebne blir tungvint kommer overdrivelser av Olsenbanden format,1
987,Bror hans sitter i fengsel og han arver Hamburgs mest hysteriske perfeksjons kokk,1
988,Kniv kokken erstatter den stygge maten i Zinos restaurant med annen stygg mat og så blir restauranten så diger suksess at hans blonde gamle tyskervenn Neumann kommer og vil ta hele sjappa men tar kemneren i stedet,2
989,Dette er en sånn film der personene skifter personligheter etter hvert som regissøren trenger det eller ble ramma av kunstnerisk Alzheimer,1
990,Dette er også en sånn film der det finnes en søramerikansk bark som man blir steinkåt av,4
991,Da er det rett før Rolv Wesenlund stiger inn i rutete Rivirævva jakke,2
992,Når den digitale kinoen kommer forsvinner kanskje filmer som dette,2
993,Selv om det har sine mangler er NHL Slapshot et spill som underholder fra første stund man tar plastkølla i hånden,3
994,En minihockeykølle som passer til de to Wii kontrollerne følger med når man kjøper spillet,3
995,Kontrollene fungerer bra for skudd men det blir klart at det ikke er veldig presist når man prøver å gjennomføre finter,2
996,Dette er derimot noe jeg ikke bekymrer meg så veldig mye over når jeg spiller,2
997,Fordi det er faktisk veldig tilfredsstillende å smelle pucken opp i krysset ved hjelp av plastkølla,4
998,NHL Slapshot sitt udiskutable høydepunkt er Peewee to Pro,4
999,EA har klart å gjøre ligaene veldig forskjellige i spillestil,3
1000,NHL Slapshot klarer derimot å beholde sitt eget særpreg og mister aldri sin morsomme spillestil,3
1001,Tiden man bruker i starten av karrieren som snørrunge er også veldig godt balanser slik at man aldri blir lei før man kommer seg videre,3
1002,Selv om spillet har sine mangler i form av presisjon på styresystemet og liten dybde i enkelte moduser leveres en utrolig morsom spillopplevelse som kan nytes både alene og sammen med andre uavhengig av hockeyinteresse,2
1003,Det skortar ikkje på sjarmen på Death By Unga Bungas andrealbum men litt på substansen,2
1004,Det er likevel mogleg at albumet hadde vore tent med ei litt mindre ærbødig innstilling til sine musikalske førebilete,1
1005,Det er ei jamnt over sterk oppstilling av låtsnekkeri som ikkje minst viser fram korleis bandet greier å ivareta ein variert dynamikk samstundes som dei held seg på trygg avstand frå dei farlege ytterpunkta sidrumpa og frenetisk,3
1006,Hovudinnvendinga mot albumet er at den strengt bakovervendte haldninga stundom gjer det vanskeleg å tilleggja musikken noko som helst tyngde,1
1007,Den opprørske auraen som ein gong hefta ved bandets musikalske førebilete har sjølvsagt fordampa for lenge sidan og The Kids Are Up To No Good framstår fyrst og fremst som fullstendig ufarleg moro og det uavhengig av det latterleg høge talet på referansar til fyll og dop,2
1008,Der band som The Cramps og The Mummies styrke låg i å tilføra sine inspirasjonskjelder frå 1960 talet ein klar samtidig brodd bevegar Death By Unga Bunga innimellom litt for nære sjangerpastisj grensa med låtar som Feel Alright og Mary Jane som eit par døme,1
1009,Det er på inga måte dårleg handverk men det hadde vore interessant om forsøka på å kopla for og notid hadde vore av meir heilhjarta natur,2
1010,Ikkje minst tekstane lir under denne problemstillinga,1
1011,Kriteria her verkar å vera at det rimar sånn nokonlunde og at det på inga måter avslører at me no lever i eit moderne norsk samfunn der svært få jenter heiter Mary Jane,2
1012,I love you girl yeah I love you girl if you leave me for another I d be the saddest man in the world er kanskje sjarmerande på sitt vis men dei er unekteleg ganske tullete uansett,2
1013,Death By Unga Bunga har openbart musikalsk overskot og er om ryktene stemmer eit skikkeleg godt liveband,3
1014,Nokre sperringar ligg likevel i vegen for å oppleva The Kids Are Up To No Good som eit særskild substansielt album,1
1015,Astrid Lindgrens figurer gjør seg godt i et barnespill,3
1016,I den forbindelse hedres hun eller barna med dette spillet som inneholder hennes mest kjente og kjære figurer,3
1017,Spillene inneholder stor grad av variasjon og utfordrer både hjernecellene og finmotorikken,3
1018,Det kan likevel bli litt for utfordrende for finmotorikken til tider ettersom det er vanskelig å styre og utføre oppgaver med museknappen,2
1019,Da kan barna lett føle at de ikke mestrer oppgavene og gi opp,2
1020,Det har koselig og stemningsfull grafikk det er passe utfordrende for aldersgruppen det er ment for figurene snakker norsk og spillet har en god tone uten at det blir for sukkersøtt,3
1021,Karlsson på taket for eksempel er akkurat så frekk i kjeften som han er i virkeligheten,3
1022,Gitaristen fra Tørvikbygd har alliert seg med vokalisten Hilde Norbakken og laget en plate som i løpet av snaue tre kvarter og ti melodisterke låter til stadighet forsyner seg av den amerikanske gitaristens lydrike,2
1023,Kun ved et par anledninger klarer Torvik å befri seg fra stempelet av å figurere som en Metheny wannabe,1
1024,For hangen til å bruke tette syngende Metheny riff over lett rullende rytmer blir tidvis påtrengende og nesten plagsom,1
1025,I mine ører opplever Torvik som en musiker som ikke helt har klart å finne sin egen stemme,1
1026,Det er synd for Torvik er vitterlig en dyktig gitarist med finslepen teknikk men han mangler opplagt en personlig signatur i det han foretar seg,3
1027,Dette lett fordøyelige popjazz passe pregløs og med en sjarmfaktor som spor for spor dessverre nærmer seg frysepunktet,1
1028,Det var litt av noen solister Bjergsted ensemblet 1B1 kunne varte opp med fredag kveld der programmet var delvis det samme som ved årets Kammermusikkfestival,4
1029,Den gang vakte spillet der Clemens Hagen var solist i Haydn enorm begeistring,3
1030,Fredag var Lars Anders Tomter Norges fremste bratsjist solist i Mozarts Sinfonia Concertante i Ess dur sammen med ensemblets leder Jan Bjøranger på fiolin,4
1031,Konserten som spilleteknisk er den vanskeligste av de tre Mozart skrev ble spilt med bravur og lange legato linjer i hornet,4
1032,Den rike instrumentasjonen ble også fremragende ivaretatt,3
1033,En verdensstjerne har altså valgt ensemblet i Bjergsted,4
1034,Det er en kraftfull konsert av den unge Haydn og Clemens Hagen gir alle satsene deres forskjellige karakter majestetisk og kraftfullt betagende melodiøse linjer og virtuositet av beste merke samt en sonor tone som gjennomstrømmet det hele,4
1035,De fine kadensene Hagen hadde valgt er skrevet av Henning Kraggerud,3
1036,Når den spilles slik feiende flott med store kontraster mellom dansene syltynne toner i diskanten og rytmisk driv klinger den bedre enn i versjonen for klaver,4
1037,I Mozarts Sinfonia Concertante K 364 er solo bratsjen stemt opp en halvtone noe som gir den en klang nær opp til fiolinen og bratsjstemmen er fordelt i orkesteret slik at klangfargen blir utvidet,3
1038,Et subtilt klangbilde oppsto der også hornene og oboene hadde soloinnslag,3
1039,Den langsomme satsen ble spilt vidunderlig vakkert den er da også en av de mest sørgmodig vakre moll satser Mozart har skrevet,4
1040,Samspillet mellom de to solistene som til tider er innfløkt var strålende,4
1041,Frem til det punktet har sex og samlivskomedien vært en pastellfarget parodi på sin egen sjanger med Streep som et knisende knutepunkt,1
1042,Hvis dette er å være ung til sinns kunne sekstiåringene på lerretet godt følt alderen tynge ørlite grann mer,2
1043,Vi møter Jane Meryl Streep ti år etter at ektemannen Jake en pigg Alec Baldwin forlot henne for et vandrende ryggrad på noenogtyve,3
1044,Det er vel og bra at godt voksne skuespillere får tillit i hovedrollene i romantiske komedier men hvorfor må de være så fordømt nusselige,1
1045,Å sitte gjennom hele It s Complicated føles som å bli tvangsforet med marengs og te i to timer,1
1046,Selv de tre barna hennes som er i en alder der de forlengst burde rømt hjemmefra og pådratt seg en kjønnssykdom eller to har ingenting bedre fore enn å løpe rundt i stripete pyjamas og forsikre moren om hvor glade de er i henne,1
1047,Den er altfor selvgodt sikker på hva voksne kvinner verden over vil ha,1
1048,Uskylden i det utenomekteskapelige eventyret som er ment å være elskelig føles påtatt,1
1049,Regissør Nancy Meyers gjorde stor suksess i 2003 med Something s Gotta Give med Diane Keaton og Jack Nicholson en lignende og bedre film,4
1050,Det har naturligvis ikke gått Meyers hus forbi at Baldwin de siste årene har vunnet en ny tilhengerskare på grunn av rollen som den uforstyrrelig cocky kanalsjefen i 30 Rock og at Streep er blitt hele verdens yndling gjennom feelgoodfantasier som Mamma Mia og Julie Julia,3
1051,Her er de blitt invitert til å gjøre litt mer blodfattige varianter av de samme rollene,1
1052,Heldigvis for filmen har de to en umiskjennelig kjemi seg imellom man griper seg i å heie litt på dem,3
1053,Hun har en særegen evne til å uttrykke en rekke følelser på en gang hun virker stolt og flau og forelsket på samme tid og får alt til å virke spontant og ufiltrert,3
1054,Det er synd for dem at de må takle så mange fjollete situasjoner og dustete replikker,1
1055,Men så akkurat når du hadde gitt opp og erklært It s Complicated for en fjortisfilm med rynker kommer noen fine kloke samtaler om det krevende samlivet og hvor vanskelig det er både å gå og å komme tilbake å vite om følelsene er der eller om de har tatt slutt og det en merker bare er en matt etterglød,1
1056,Football Manager 2005 er utvilsomt den beste managersimulatoren på markedet,4
1057,Men det er likevel mye å sette en kritisk pekefinger på,2
1058,Football Manager 2005 er etterfølgeren til den svært populære Championship Manager serien som har eksistert siden tidlig på 90 tallet,3
1059,Naturlig nok bærer Football Manager 2005 preg av at mye er likt forgjengeren Championship Manager 4,1
1060,Den største synlige forandringen er oppbygningen av menyene i spillet som er blitt til det bedre,3
1061,Når man først er kommet inn det nye opplegget er det veldig greit å finne fram til alt man trenger for å gjøre en skikkelig managerjobb,3
1062,I Football Manager 2005 kan du boltre deg i 51 spillbare nasjoner 158 forskjellige ligaer 2352 spillbare lag og vanvittige 235 000 ekte navn på spillere og ansatte,3
1063,Det er imponerende tall men dessverre er det så omfattende at opplagte feil og mangler ikke er til å unngå,2
1064,Derfor kan det være en større skuffelse enn fornøyelse når du går lagene du kjenner godt litt etter i sømmene hva spillermateriale og detaljer angår,2
1065,Men det er nok å ta av og i de største klubbene og ligaene er det mer enn bra nok nivå på databasen,3
1066,Det største problemet med Football Manager 2005 er at jeg ikke tør stole på flyten i spillet og venter hele tiden på at jeg skal oppdage ting som ødelegger moroa,1
1067,Flere små men likevel irriterende feil og detaljer gjør at summen kanskje blir i overkant av det man klarer å overse for å kunne kose seg med spillet,2
1068,Det er for eksempel skuffende at børspoengene spillerne får etter kampene ikke klarer å skape større kontraster,2
1069,Det blir ganske meningsløst så lenge skalaen går fra 1 til 10,1
1070,Jeg har fortsatt til gode å se at en spiller som har scoret til og med på straffe etter å ha spilt kun ett minutt får dårligere enn 7,2
1071,Andre ting som er med på å ødelegge realismen i spillet er at det svært ofte skapes vanvittig mange sjanser i løpet av 90 minutter,1
1072,Det kan jo selvfølgelig skje i virkeligheten at man er vitne til et fyrverkeri av en fotballkamp men gjennom en lang sesong skal det tross alt tilhøre sjeldenhetene,2
1073,Det er også en tendens til at det er altfor enkelt å oppnå suksess med de aller største og mektigste klubbene,2
1074,Men som en småklubbenes venn har jeg mer enn nok med utfordringene i andre klubber enn Barcelona Arsenal og Juventus,2
1075,Uansett burde det også være en vanskelig jobb å lede de store gigantene hvis Football Manager 2005 virkelig tar mål av seg til å gjenspeile den virkelige fotballverden,1
1076,Det er småartig å f eks kunne si til Alex Ferguson eller Frank Riijkard at du ikke er spesielt imponert over jobben de gjør,2
1077,Men jeg savner at mediedelen i spillet tar mer tak i tingene du selv gjør som manager,2
1078,Har du vraket midtbanemotoren eller satt stjernespissen på transferlisten bør ikke det gå upåaktet hen i den kritiske og nådeløse sportspressen,2
1079,Det er også altfor lite å få to spørsmål fra pressen gjennom en lang Premier League sesong,2
1080,Det skal ikke rare journalisten til for å hoste opp mer enn det,2
1081,Dessuten synes jeg det blir litt bakvendt at du kan uttale deg om en hvilken som helst manager men ikke kan kommunisere mer med dine egne spillere,1
1082,Bare så det er sagt det er derimot ikke noe problem å bli hekta på Football Manager 2005,3
1083,Å drømme seg bort i en hel ferieuke man strengt tatt burde brukt til noe mer sosialt er skremmende lett,2
1084,For ikke å snakke om det å komme over et totalt ukjent kjempetalent i en sølepytt av en klubb,2
1085,Å ta seg tid til å bygge opp taktikken rundt spillerne man etter hvert lærer å kjenne gir faktisk resultater,3
1086,Den taktiske delen av spillet er med andre ord mer enn bra nok,3
1087,Og den 2 dimensjonale visningen av kampene kombinert med informativ tekst fungerer fortsatt særdeles godt,3
1088,Da bør det være like morsomt og utfordrende etter fem sesonger som det var i den første,3
1089,Der har rett og slett serien tapt seg siden et par gyldne utgaver av Championship Manager som så dagens lys rundt tusenårsskiftet,1
1090,Etter maaaaaaaaaaange timer foran skjermen er konklusjonen derfor at Football Manager 2005 har mye å gå på,1
1091,Noe blir forhåpentligvis rettet opp med offisielle oppdateringer du kan laste ned gratis men de er per idag ikke tilgjengelige og blir naturlig nok umulige å forholde seg til,1
1092,Det er lov å håpe på at et par offisielle oppdateringer i løpet av kort tid gjør susen og hever spillet et hakk eller to,1
1093,Og selv om Malcolm har vært mer av en tilbaketrukket og fåmælt kar blir han av kjennere sett på som selve hjertet og hjernen i bandet,4
1094,Intet nytt 1 desember kommer AC DC s første plate siden megasuksessen Black Ice fra 2008,4
1095,Rock or Bust er tittelen på verket heldigvis ingen tegn til nytenkning der i gården og konklusjonen etter å ha hørt første smakebit fra albumet Play Ball som slippes i dag er at fansen kan puste lettet ut,4
1096,Låten er AC DC dusinvare av godt gammelt merke og i denne sammenhengen er det en slags hedersbetegnelse,4
1097,Det er vel ingen som ønsker noe annet enn et gromt hektende gitarriff fire tunge flate og en Brian Johnson i god gammel raspende form,4
1098,Phil Rudd kakker i gang seansen på skarptromma og groover seg målrettet gjennom verset,4
1099,Brendan O Briens produksjon er klar og krisp noe som gir Angus Youngs klimprende gitar rikelig med boltreplass,3
1100,Slagordrefrenget er på plass etter fornuftige 40 sekunder og forteller klart og tydelig at Brian Johnson fremdeles har rikelig med futt i pipene,4
1101,Epokemessig er det noe The Razors Edge aktig over følelsen her men nå er det som sagt små nyanser som skiller periodene fra hverandre i AC DC kanonen,3
1102,Sangen er ingen genistrek men en typisk velsmakende AC DC appetittvekker uten de store krumspringene,2
1103,Da får det bli opp til de øvrige albumsporene å vise om den reduserte troppen har nyansespennet fra forrige gang inntakt,2
1104,Sacha Baron Cohens komedie slår i alle retninger men hans spesielle og vulgære form for satire blir bare en skygge av Chaplins Diktatoren,2
1105,Gir man en komedie tittelen Diktatoren må manfinne seg i å bli målt mot den mest legendariske filmen med samme navn Diktatoren Charlie Chaplins berømte parodi på Hitler fra 1940 Sacha Baron Cohens satiretøys blir blekt i sammenligning,2
1106,Men der Chaplins komedie varlynende intelligent skremmende og munnet ut i en alvorsfylt appell for å fåUSA med i 2 verdenskrig mot Hitler nøyer regissør Larry Charles oghovedrolleinnehaver Cohen seg med utdritingshumor myntet på diverse diktatorer Vi stilles fritt til å assosiere til Irans Ahmadinejad Nord Koreas KimJong Il Iraks Saddam Hussein og Libyas Muammar al Gaddafi,2
1107,Her er rikelig med vulgære scener som når diktatoren skaltale i FN tisser vannmuggen full med egen urin drikker og heller overtilhørerne,2
1108,Men under alle vulgarismenefinnes det en smule politisk alvor også i herværende film,3
1109,Harselasen mot folk som henne er ikke til å overse og byr på noengode iakttakelser men også mye billig tøv,1
1110,Den beste og virkeliglattervekkende fulltrefferen får filmskaperne inn når Waadiyas diktator belæreramerikanerne om hvor lett det er å skape et diktatur bare man brukervanntortur trikser med valg lyver for å starte krig kort sagt rikelig medeksempler som har heftet ved USA det siste tiåret,2
1111,Det gjør likevel ikkeCharles Cohens The Dictator til mer enn en humrefilm utennevneverdig brodd,1
1112,Spillbarheten er en blåkopi av Guitar Hero 3 og det generelle grunnkonseptet er i tillegg svært godt kjent fra en rekke spill i denne populære serien,4
1113,Du får totalt rundt 40 låter de fleste av dem fra Aerosmiths rikholdige diskografi med Joe Perry Project låter som bonusmateriale og et knippe låter fra andre band som fyllmateriale,2
1114,Det grunnleggende Guitar Hero konseptet har fremdeles noe for seg og jeg er ganske glad i Aerosmith,3
1115,Dermed er også Guitar Hero Aerosmith en helt OK pakke,3
1116,Gjennom jobb som skribent regissør visuell artist og sanger har hun skapt banebrytende verk innen teater kunst og eksperimentell musikk,4
1117,Den er hypnotisk og fasinerende med Henriksen sin myke og klangfulle trompet i sentrum,3
1118,Det visuelle lys shower passet ikke alltid like bra med stemningen i musikken men etterhvert peker Anderson med buen på lerretet,1
1119,Man merker at ordene og musikken skaper sterke følelser,3
1120,Lidenskap frykt overveldende intensitet ro og nysgjerrighet,2
1121,Men konserten varte kanskje litt for lenge og de to klarer ikke å holde på spenningen og interessen i like stor grad gjennom hele konserten,1
1122,Konserten avsluttes med noen kloke ord fra Anderson,3
1123,Vi strekker oss mot stjernene og både Henriksen og Anderson skapte magiske øyeblikk opptil flere ganger,3
1124,Sony A55 er en dyrere utgave av A33 som høstet en sekser på terningen for et halvt år siden,4
1125,Den dyrere modellen er ganske identisk med lillebror men byr på kjappere seriefoto 10 bilder pr sekund og har også innbakt GPS som gjør at informasjon om hvor bildene er tatt også lagres i bildefilene,3
1126,Kameraet fra Sony er velkonstruert og relativt kompakt med god grepsutforming med søkk både til tommelen bak og resten av fingrene foran,3
1127,Den elektroniske søkeren er stor men har litt problemer med fargeblødning når du panorerer kameraet,2
1128,Også Sony kameraet har øyesensor som automatisk kan flytte bildet til søkeren om du legger øyet inntil og kan dessuten også begynne fokuseringen så snart dette gjøres for å vinne litt tid om du har det travelt,3
1129,Utvalget av knapper og snarveier er meget godt og A55 har også en dedikert videoknapp slik at videoopptak uavhengig av hvilken modus kameraet står i,3
1130,En egen funksjonsknapp gir deg dessuten muligheten til å endre de fleste bildeinnstillingene,3
1131,Skjermen har den beste innsynsvinkelen av de testede kameraene men er hengslet i bunn som gjør at den ikke er like fleksibel som de som er sidehengslet,2
1132,A55 har innebygd bildestabilistor som fungerer på alle objektiver,3
1133,Sony har valgt en veldig rett frem løsning på brukergrensesnittet som fungerer veldig godt,3
1134,Hovedmenyen er oversiktlig og grei og positivt er det at det spretter opp hjelpetekst om du venter litt når du har merket en av innstillingene,3
1135,Det finnes i tillegg rikelig med snarveier og funksjonsknappen gjør at de aller fleste opptaksparametere kan justeres i løpet av få tastetrykk,3
1136,Vi liker veldig godt Sonys InfoLithium teknologi i batteriet som viser nøyaktig hvor mye batteri som er igjen angitt i prosent,3
1137,A55 har GPS funksjon som gjør at bildefilene også inneholder informasjon om hvor bildene er tatt samt en svært god panoramafunksjon trykk én gang og sveip kameraet langs horisonten som syr sammen bildene meget godt,4
1138,I tillegg finnes muligheten for å ta 3D bilder og vise dem på 3DTV dersom du kobler kameraet direkte til TV samt en rekke småfinesser som innbakt HDR funksjon og muligheten for å ta flere bilder i mørket og kombinere dem til ett bilde med mindre støy,2
1139,A55 har også elektronisk vater som hjelper deg til å få rette horisonter øyeaktivert autofokus ansiktsgjenkjenning og mer til,3
1140,A55 er et råskinn på seriebilder og kan knipse 10 i sekundet med full oppløsning en skuddhastighet som til nå har vært forbeholdt langt dyrere modeller,4
1141,Autofokusen er også jevnt over rask og pålitelig der fokusering ved videoopptak også er blant de raskeste,3
1142,Oppstartstiden er også svært lav til å være et kamera uten optisk søker ca et halvt sekund men utløserforsinkelsen ligger på ca 0 3s med blits som er blant de tregere,2
1143,Batterilevetiden er for øvrig 380 bilder pr ladning som er litt under middels godt i denne gruppen,1
1144,Den automatiske hvitbalansen er noe ustabil i Sony kameraet der bilder både får lilla og gule fargestikk litt om hverandre men bildene har god dynamikk,1
